n_agree,n_ans,n_article,n_ask,n_collection,n_editlog,n_followee,n_follower,n_thanks,n_topic,answerer_id
596,14,0,23,0,242,31,499,111,2,vernsu
9,3,0,0,5,0,7,16,1,2,veronica-2
16,7,0,2,10,6,9,3,5,13,veronica-63
137,115,0,0,2,0,4,49,44,70,veronicamao
79,15,0,5,7,7,390,137,26,15,versatran01
2,5,0,2,2,8,7,1,2,29,verse
28,12,0,4,11,7,70,35,10,11,verso
92,14,0,2,0,10,105,118,32,5,vertu
0,1,0,1,2,3,2,2,0,6,very599
125,31,0,2,0,21,127,219,52,2,verycb
1,10,0,7,12,4,20,4,1,4,verygood65
0,1,0,0,0,0,9,0,0,7,verymad
70,5,0,0,0,0,4,66,32,5,verymaids_adam
36,3,0,0,1,1,7,0,11,1,veryshine
6,1,0,0,0,0,3,0,0,22,verysusie
0,1,0,0,0,0,8,105,0,1,vessial
1,4,0,0,1,0,59,8,2,8,vetayao
5,5,0,1,0,0,14,16,0,21,Vetey
6,11,0,1,1,3,2,1,3,1,vezii
55,9,0,2,6,18,26,38,2,1,vezui
3,21,0,4,2,7,123,46,3,15,vfishv
0,3,0,3,2,2,4,4,0,13,viasky
0,4,0,0,0,0,3,1,0,7,vic-34
5,22,0,13,3,39,72,38,9,7,vic0204
0,1,0,0,6,0,15,5,0,4,vicancy
415,27,6,12,1,36,99,656,115,10,vicareicaros
0,2,0,0,3,0,23,1,1,3,viceW
49,21,0,31,0,185,479,328,13,42,vicguo
734,48,0,9,1,42,97,993,241,11,vicissitudes
10,8,0,0,0,0,3,3,2,7,vickey0o
13,14,0,1,0,0,14,19,4,34,vicki-chen
0,0,0,0,0,1,25,16,0,12,vicking
0,1,0,0,0,0,11,0,1,1,vicky-45-84
36,38,0,1,2,3,49,60,33,42,vicky-69
0,2,0,2,1,4,19,32,2,11,vicky-90
5,10,0,2,0,3,27,29,1,2,vickyxiao-zhai
0,2,0,0,5,0,21,10,0,1,vicl
0,1,0,0,0,0,1,2,0,4,viclm
3,3,0,4,2,7,28,59,1,28,victo
2,4,0,0,0,0,4,0,1,5,victor-25
49,48,0,5,0,0,7,20,21,11,victor-37
1,2,0,0,0,0,6,2,0,4,victor-8
1,2,0,1,0,6,9,25,0,11,victor-fu
0,2,0,2,0,2,32,15,0,13,victor-qiu
1248,77,0,12,1,38,75,78,214,2,victor-shaw
5,3,0,1,0,1,7,7,3,4,victor-yu
4,9,0,1,0,1,3,5,5,5,victor.chan
10,30,0,8,0,11,12,45,9,19,victorcheng
0,1,0,0,0,0,3,5,0,0,victoria
123,19,0,3,15,7,207,28,28,7,victoriashi
7,1,0,1,2,180,773,1240,0,56,Victorique
1,4,0,5,1,27,21,28,3,12,victorlin23
145,21,0,0,0,0,2,39,72,11,victorlynn
1,2,0,0,0,0,2,2,1,4,victorwn
2,5,0,0,0,0,3,6,6,19,victorz
11,37,0,9,0,20,14,17,10,7,victorzhang
0,1,0,0,0,0,5,1,1,1,vicx
2,3,0,0,0,0,1,4,0,17,vida
28,7,0,0,1,1,3,40,14,1,vidalmo
0,0,0,0,1,0,287,74,0,19,viel
6,9,0,1,0,3,3,3,1,7,vieleicht
4,8,0,5,1,9,32,8,1,1,vienta
0,1,0,5,12,12,55,39,0,17,vienya
8,6,0,3,0,1,60,10,5,16,vijjazhao
0,3,0,0,6,0,44,3,0,1,vika
1,2,0,0,0,0,16,1,0,16,viki
0,1,0,0,0,0,4,2,0,16,vikilee
13,29,0,3,0,3,2,21,13,7,vikinggt
1696,85,10,4,2,14,53,638,218,3,vikingmute
1,4,0,7,1,8,101,146,2,6,vikivone
3,6,0,12,1,35,3,2,0,51,vilen
68,36,0,6,4,16,66,29,14,4,vilkin
17,20,0,4,12,1,103,51,7,4,villasy
64,31,0,5,0,13,151,34,17,11,villion
6,9,0,0,0,0,4,18,3,0,vily
4,9,0,0,0,0,4,7,5,1,vince-36
0,9,0,0,0,0,5,0,1,11,vince-lu
1188,44,0,8,1,108,71,274,201,45,vince
764,9,0,2,20,29,23,77,126,2,vincent-17
4,6,0,4,0,3,0,20,2,12,vincent-1987
0,1,0,0,0,0,1,0,0,5,vincent-37-5
4,4,0,1,0,5,18,5,1,31,vincent-37
19,1,0,1,0,1,1,11,14,5,vincent-55
1,2,0,0,3,0,8,2,0,17,vincent-79
1,2,0,0,0,0,8,7,0,0,vincent-85
12,4,0,3,4,5,707,63,4,10,vincent-deng
0,1,0,1,0,0,25,7,0,11,Vincent-Ho
8777,148,0,30,1,167,63,1842,4038,1,vincent-luo
25,17,0,0,0,0,185,8,10,10,vincent-shen
37,12,0,1,5,1,18,5,9,2,vincent-snk
1,1,0,1,0,1,46,30,1,13,vincent-wen
0,2,0,0,0,0,14,6,0,14,vincent-xu-77
6,2,0,0,2,0,30,3,1,21,vincent-yao
5,5,0,2,0,1,4,4,1,5,vincent-zou
207,74,0,14,4,55,452,139,60,9,Vincent
7,5,0,0,3,0,5,3,2,14,vincent.r.hsiung
11,9,0,2,1,2,56,51,9,14,vincent0324
443,50,0,18,1,50,166,79,61,10,vincent0419
82,23,0,13,1,55,62,38,38,10,vincent114
6,11,0,1,2,3,67,44,1,2,vincenthu3221
3,3,0,2,0,0,20,29,3,18,vincentlau
0,0,0,0,0,0,98,5,0,6,Vincentli
1,1,0,0,0,0,6,5,0,11,vincentqu
63,8,0,5,0,18,146,276,19,15,vincentsi
0,0,0,0,0,0,1,0,0,14,vincentz-15
25,5,0,1,0,2,5,16,17,5,vincentzhu2005
1188,59,0,4,23,7,141,459,339,17,vincentzoo
10,9,0,0,4,0,16,2,1,13,vinci
17,6,0,0,11,0,223,21,4,18,vincywhig
1,7,0,0,2,0,62,8,3,3,vindog
2,2,0,1,1,6,17,113,0,1,vindong
0,0,0,0,0,4,90,97,0,25,vingel
14151,433,55,2,7,44,510,8845,1435,57,vinjn
173,28,0,6,0,14,68,77,45,1,vinnie
13,10,0,0,2,0,29,18,10,1,vino
297,19,0,1,1,5,28,137,86,5,vinqon
22,10,0,1,2,4,11,7,3,3,vins
4,7,0,3,1,8,15,7,0,33,vinsonwang
312,14,0,2,5,13,55,110,46,12,vinta
454,85,0,15,0,8,63,99,111,3,viola-6
8,6,0,2,4,5,4,0,1,22,viola-zang
0,1,0,0,0,0,7,0,0,24,violazhu-50
66,11,0,2,0,9,61,8,10,8,viola_tricolor
4,3,0,0,0,0,6,5,0,4,violet-joy
1,3,0,1,0,5,6,5,1,2,violette
3,3,0,1,0,1,9,18,2,9,violindt
4,4,0,0,7,0,19,12,3,3,violle
644,25,0,1,9,8,349,868,155,18,violor
5,13,0,1,0,1,0,6,2,3,vion
3,3,0,0,0,0,7,5,0,39,vionna
1,2,0,1,0,9,11,36,1,3,vip001
2,3,0,0,0,0,5,4,1,8,vip718
1,9,0,1,0,2,49,13,0,0,vipdomain
498,84,0,71,7,515,652,221,165,106,viperchaos
3,7,0,2,4,3,178,47,1,21,viphuo
1214,195,0,19,14,100,495,279,185,10,vipjqy
32,24,0,2,1,2,24,8,9,23,viplcy
0,2,0,1,0,0,4,0,0,3,vipyang
202,36,0,7,0,13,42,542,68,12,virginia
792,134,0,2,4,0,98,98,191,4,virgoer
1,2,0,2,0,0,12,7,1,14,virgolee
72,10,0,1,5,3,46,19,16,1,virus11
20,7,0,1,3,3,22,12,10,1,virusG
4,14,0,23,0,199,289,119,2,142,vision
1,1,0,0,3,2,23,7,0,15,vision9
84,37,0,6,1,17,105,72,20,2,VisionLi
6,4,0,4,0,6,118,22,2,14,visionwang
32,16,0,0,1,15,116,92,13,8,visoar
3,21,0,0,1,0,203,26,2,3,visonmajia
32,23,0,37,1,189,102,12,6,19,vister-kwong
6,3,0,0,23,0,264,20,2,26,vita-49
8,6,0,8,1,11,46,6,1,6,vita-55
6,2,0,2,0,0,1,1,0,6,vitaminC
1,3,0,7,22,31,33,20,1,3,vitamine
5,3,0,0,0,0,4,7,1,2,vito
4,6,0,0,0,17,38,13,5,4,vitohe
0,2,0,0,0,0,5,5,2,0,vitter
103,11,0,0,0,0,0,11,33,6,viva2047
37,50,0,4,10,8,23,32,16,1,vivan-74
0,0,0,1,0,2,295,20,0,51,vivayes
1,3,0,1,2,2,22,11,2,2,vivazhuang
5,4,0,4,0,0,14,20,3,5,vivek
0,5,0,0,0,0,0,1,1,18,vivi-11-7
3,8,0,4,0,0,6,1,0,9,vivi-36-96
0,1,0,0,0,0,2,2,0,11,vivian-23
0,2,0,0,0,0,16,13,0,30,vivian-3
69,9,0,0,4,0,28,10,19,4,vivian-7
7,15,0,1,0,0,9,16,4,3,vivian-83
32,77,0,0,0,0,48,33,25,3,vivian-chang
4,5,0,1,0,2,4,8,6,22,vivian-fang
6,16,0,2,0,3,1,61,10,2,Vivian
2,1,0,1,4,2,5,3,0,16,vivian.lin
6,13,0,2,5,7,15,5,2,13,vivian00wang
37,18,0,6,0,14,70,115,24,6,viviangel
2,14,0,1,2,0,32,14,2,1,VivianHou
10,11,0,0,0,0,34,31,1,7,vivianpanpw
24,6,0,2,1,16,34,28,5,12,vivianzeng
183,7,0,1,1,1,27,31,55,6,vivid-11
0,4,0,9,0,7,49,25,1,30,vivienyin
41,13,0,0,1,0,11,7,5,17,vivien_ding
0,0,0,0,0,0,2,5,0,0,viviliy
27,4,0,2,0,6,29,27,6,74,viviq
0,0,0,0,0,3,63,168,0,4,vivishiner
12,34,0,0,13,2,49,6,7,6,vivisidea
2,6,0,1,5,4,38,26,1,3,vivizhyy
4738,125,0,9,3,48,116,336,660,8,vivq
1922,324,0,63,1,270,166,87,315,3,viyguo
0,1,0,0,0,0,2,0,0,2,vjiang
68,21,0,0,4,0,206,24,20,8,vjyz
6,2,0,14,2,32,52,56,1,1,vkrc
10,10,0,1,0,3,18,11,1,4,vlaw
210,69,0,29,3,229,101,43,54,4,vlee
3,3,0,0,0,0,44,29,2,1,vlinux
18,17,0,24,0,55,47,33,7,1,vlong
9,14,0,0,0,1,54,44,5,1,vmaxsj
39,11,0,2,0,1,4,15,11,0,vnct-lv
0,2,0,0,0,0,3,3,0,12,vnet
2,7,0,0,1,0,12,6,2,9,vnline
15,6,0,1,0,2,2,13,12,14,vo1ce5
9,7,0,1,9,0,44,12,4,57,voclano
8,15,0,0,2,0,24,13,7,8,voglinde
0,0,0,9,0,159,0,938,0,0,voldecat
73,62,0,29,1,329,480,82,23,21,voldemort
71,10,0,0,0,0,6,67,16,10,voldemorte
2,17,0,2,14,3,326,60,4,68,volver
35,33,0,0,1,0,22,3,9,3,volver_
46,2,0,0,0,0,3,4,7,59,vonnn
82,7,0,1,8,1,42,15,15,2,vonsy
2,3,0,5,1,12,88,12,0,6,Vortex
0,1,0,0,0,0,2,3,0,4,vowlee
16,93,0,1,0,1,19,22,14,16,vox911911
0,1,0,0,1,0,41,2,0,17,voxov
55,30,0,6,7,29,112,62,8,82,voyopo
3,6,0,1,0,1,10,1,3,1,vrmax
18,6,0,1,1,0,68,18,4,26,vrolit
0,1,0,1,0,0,137,8,0,12,Vseven
0,1,0,0,0,0,3,0,0,1,vsmysee
33,20,0,2,1,10,198,29,13,40,vtshajk
66,17,0,2,0,10,34,18,19,37,vv-3
0,6,0,2,4,10,101,9,2,5,vval
4086,40,8,3,1,49,406,1494,1266,12,vvdpzz
32,11,0,4,2,13,19,12,5,22,vvenz
356,129,0,0,2,0,84,400,165,5,vvsun
24,27,0,15,26,104,170,26,10,100,vvtommy
7,11,0,2,0,8,11,15,1,11,vvvv
3,4,0,4,0,2,75,47,1,1,VVVVVivian
75,28,0,5,0,48,167,102,31,1,vvwww
0,1,0,0,0,0,4,1,0,20,vwan-yi
8,5,0,3,4,13,53,38,9,1,v_sgr
207,16,0,1,0,5,10,41,46,12,v_v.
57,37,0,3,1,8,73,32,21,16,w-x-0
1,5,0,0,0,0,15,15,3,0,w120
26,2,0,1,1,0,24,91,5,7,w1dd
4755,109,0,2,7,10,66,468,903,7,wa-dang-xiong
0,3,0,0,0,0,2,3,1,3,wa-ha-ha-xiao-yang
11,20,0,4,3,5,60,8,6,3,wa-he
0,1,0,1,3,2,56,1,0,11,wa-luo-jia
29,25,0,4,5,15,160,56,8,2,wa7chen
8,17,0,3,0,6,25,17,3,19,waalee
7,7,0,0,25,0,125,7,6,75,waaya
14,15,0,4,1,20,58,316,8,4,Wabbor
68,19,0,5,2,7,104,402,20,12,wadeMadeit
0,1,0,0,0,0,6,4,0,3,WaderZhang
0,0,0,0,0,0,0,0,0,0,waerfa
50,8,0,0,2,0,57,65,21,5,wagada
48,16,0,6,1,30,76,56,10,6,wagjie
11,8,0,0,22,0,69,10,2,27,wahl
11,3,0,0,0,0,15,5,5,14,wai-guo-ren
0,0,0,0,0,0,0,0,0,8,wai-wai-62
0,3,0,2,3,7,31,16,1,13,waichau
463,66,1,4,12,19,234,767,203,23,waigo
0,1,0,0,0,0,14,2,1,15,waihui
8,12,0,8,0,6,63,102,6,46,waiqiang
0,1,0,2,0,0,2,2,0,0,waisir
0,3,0,1,0,0,9,5,3,3,waitingbar
270,5,0,5,0,23,32,39,63,2,waitinz
193,49,0,2,8,48,343,49,31,228,waityan
5,5,0,3,1,12,58,17,4,1,walcott
0,1,0,1,0,4,3,1,0,11,walefen
6,2,0,2,6,8,125,11,0,17,walkanlearn
776,129,0,5,1,6,66,244,354,3,walkerwzy
5,8,0,0,0,0,1,0,0,0,walkman
2,5,0,3,1,16,48,21,2,1,wall-e
1,1,0,0,0,0,104,3,0,10,wallace
8,14,0,5,5,20,126,7,9,4,walleeve
0,0,0,0,0,0,4,0,0,1,walleve
358,53,0,9,15,39,33,20,106,31,walle_eve
2,7,0,1,0,3,6,6,0,8,wallis_999
0,1,0,0,0,0,2,2,0,8,wally
41,20,0,2,2,3,108,15,11,2,wallyhf
6,11,0,3,5,7,153,34,4,7,wallywang
347,95,0,2,1,3,144,210,110,3,walt
0,1,0,0,2,0,7,1,1,16,walter-57
2,3,0,2,0,1,6,5,0,18,walter_wangwh
504,56,0,1,4,1,301,58,75,32,walton
0,1,0,5,0,6,10,13,0,5,waltzhang
4180,72,0,0,2,0,28,4929,545,2,walzer
0,0,0,0,0,0,3,0,0,0,wan-bao-lu
52,2,0,0,0,0,3,2,9,19,wan-cheng-85
13,17,0,2,13,17,116,12,5,8,wan-cheng
0,2,0,0,0,0,5,4,0,6,wan-chuan-bao
0,1,0,0,0,0,4,8,0,8,wan-da-mao
67,2,0,1,3,3,43,11,8,10,wan-dong
8,6,0,1,2,5,134,8,5,1,wan-hong-jie
1,10,0,2,0,3,62,29,4,11,wan-jian-mei
0,1,0,1,0,3,7,3,0,14,wan-jie-qing
0,0,0,0,0,0,2,0,0,0,wan-jin-cheng
1,5,0,1,0,0,1,5,0,5,wan-jin-ming
36,13,0,0,4,0,2,7,21,2,wan-jin-rao
85,16,0,2,0,10,15,3,8,9,wan-jing-you
8,12,0,0,0,0,4,15,6,10,wan-ke-55
0,0,0,0,0,0,0,0,0,0,wan-lai
15768,418,3,6,3,13,35,2244,3340,1,wan-lei-46
6,1,0,3,0,7,6,3,1,27,wan-li-long
6,3,0,1,0,0,81,50,1,5,wan-li
82,28,0,0,5,0,46,59,44,2,wan-lin-44
167,48,0,23,5,168,240,27,39,23,wan-lin-feng
1,3,0,0,2,0,22,0,0,1,wan-lin-lin
3827,259,0,7,13,144,52,269,749,34,wan-liu
2,5,0,1,1,1,15,3,6,29,wan-long
187328,90,15,2,2,30,95,52953,46567,14,wan-nian
0,0,0,0,0,0,38,0,0,0,wan-peng
1,2,0,0,1,0,16,2,1,7,wan-qi-ming
0,1,0,0,0,0,1,1,0,0,wan-qin
3,6,0,1,0,0,252,8,1,23,wan-qing-56
32,5,0,0,0,0,12,590,12,2,wan-qiong-zhu
3,2,0,2,0,6,22,0,2,28,wan-qiong
0,0,0,0,0,0,2,0,0,0,wan-ru-yi
0,1,0,0,0,0,4,0,0,1,wan-ruo-qing-yang
1,4,0,0,0,0,7,1,0,3,wan-san-di
179,41,0,1,13,3,40,14,47,55,wan-si-wei
0,0,0,0,2,0,0,0,0,0,wan-tao-18
3,1,0,2,1,4,14,3,0,28,wan-tie-zhan
7,3,0,6,9,47,21,12,0,4,wan-wan-28
0,2,0,1,1,2,2,2,0,20,wan-wan-9
76,26,0,10,5,18,109,63,22,59,wan-wan-95
0,5,0,1,1,0,43,10,0,1,wan-wei-tao
0,24,0,0,0,0,0,6,1,28,wan-wen-bo-66
29,6,0,0,0,0,22,34,10,31,wan-xiang-yu
1,2,0,1,0,3,2,0,3,18,wan-xiao-bao
0,3,0,0,0,0,1,2,1,9,wan-xiao-ming
0,1,0,1,2,4,10,12,0,23,wan-xin-ran
0,0,0,0,0,0,0,0,0,0,wan-xin-yuan
8,7,0,1,1,0,2,1,1,8,wan-xin
10,12,0,7,0,9,19,28,6,8,wan-xiong
1,3,0,0,0,0,2,0,0,12,wan-yang-70
1,6,0,0,0,0,44,7,5,6,wan-yang-8
0,0,0,0,1,0,2,2,0,18,wan-ye-ge
0,1,0,0,0,0,4,2,0,21,wan-yi-1
4,22,0,0,0,1,0,1,2,11,wan-yi-72
86,37,0,0,3,0,32,83,48,2,wan-yi
6,8,0,2,1,7,108,15,2,11,wan-yu-tao
0,0,0,5,1,6,69,30,0,0,wan-yue-7
96,57,0,2,0,11,146,85,29,2,wan-yue-88
18,15,0,7,0,14,47,43,4,2,wan-zhen-min
0,1,0,0,0,0,60,28,0,1,wan-zheng-yin
1,4,0,0,0,0,3,2,1,13,wan-zhi-xiang
130,19,0,2,0,6,12,22,18,4,wan-zhuan
6,8,0,2,0,8,15,16,4,18,wana
1,1,0,10,2,27,59,21,0,4,wanboshen
14,6,0,1,4,0,53,34,6,5,wanchao
1,4,0,0,3,0,9,2,1,21,wandamao
4,3,0,5,1,2,48,7,1,5,wandee
0,0,0,0,0,0,41,4,0,10,wander
8,9,0,0,1,0,19,10,1,3,wanderin
1,1,0,2,0,8,6,3,1,1,wandering
2,14,0,2,1,4,7,5,0,36,WanderingBear
1,3,0,0,0,0,14,33,1,69,wanderseeme
21,6,0,12,1,57,109,11,4,9,wandsworder
0,3,0,4,2,11,36,3,0,13,waney
9,15,0,0,1,0,43,6,3,6,wanfeng
20,29,0,8,0,7,135,45,15,24,wanfu
0,3,0,0,2,1,2,1,0,18,wang--tao
2,9,0,1,0,21,9,8,4,2,wang-ai-feng
55,16,0,17,1,213,13,12,30,28,wang-ai-ping
84,28,0,12,5,50,69,51,52,9,wang-ai-xue
1,2,0,2,0,3,4,3,1,18,wang-an-bang
0,0,0,0,0,0,1,0,0,1,wang-an-di
0,1,0,2,13,6,74,2,0,11,wang-an-ran
0,5,0,1,0,0,15,14,1,3,wang-ao-yan
0,0,0,0,0,0,1,1,0,0,wang-ba-dan
135,72,0,22,8,133,564,27,35,13,wang-bao-an
112,7,0,4,2,17,220,69,43,41,wang-bao-bao-0929
1,1,0,1,12,5,7,2,0,5,wang-bao-ji
0,0,0,0,0,0,0,0,0,2,wang-bao-kang
0,4,0,5,1,6,24,6,1,3,wang-bao-mi
6,5,0,0,2,1,51,28,2,1,wang-ben-64
0,1,0,0,0,0,11,2,0,23,wang-ben-97
0,0,0,0,0,0,0,0,0,0,wang-ben-qiang
8,20,0,20,0,101,0,4,5,42,wang-ben-shuang
0,2,0,8,0,17,2,0,0,3,wang-ben-tao
0,1,0,3,2,11,23,0,0,19,wang-bi-cheng
0,2,0,0,0,0,2,3,0,5,wang-bi-jun
27,13,0,7,0,10,71,30,5,12,wang-bi-shan
42,25,0,4,0,7,1,9,14,92,wang-bi-ting
8,2,0,1,0,4,19,10,1,7,wang-biao-19
9,22,0,2,0,1,4,1,3,16,wang-biao-36
31,15,0,10,2,62,52,181,16,16,wang-biao
4,2,0,0,0,0,2,4,6,15,wang-bin-1-86
42,7,0,3,0,9,39,41,24,0,wang-bin-17
0,1,0,0,0,0,2,3,0,4,wang-bin-24
10,35,0,0,1,0,9,9,4,4,wang-bin-27
4,13,0,32,0,142,10,9,3,1,wang-bin-36
0,1,0,1,24,2,146,5,0,30,wang-bin-60-18
890,76,0,0,14,5,254,148,157,144,wang-bin-75
0,0,0,0,0,0,0,0,0,0,wang-bin-79
2,3,0,3,0,10,5,5,1,1,wang-bin-80
5,2,0,0,0,0,4,4,1,0,wang-bin-87
50,64,0,3,0,6,25,17,26,40,wang-bin-94-7
0,0,0,0,1,0,2,2,0,6,wang-bin-98
3,8,0,0,0,1,0,2,4,2,wang-bin-bin
4,3,0,1,0,1,11,8,2,8,wang-bin-jia
0,1,0,1,0,0,3,3,1,5,wang-bin-yang
0,3,0,1,0,0,4,0,1,7,wang-bing-1
0,1,0,0,0,0,3,2,0,0,wang-bing-44-16
6,10,0,2,1,1,6,4,4,25,wang-bing-48
1,1,0,0,0,0,2,1,0,4,wang-bing-9
1,1,0,1,0,3,5,0,1,9,wang-bing-bing-16
0,0,0,1,0,0,16,3,0,11,wang-bing-ji-60
2,8,0,0,0,0,6,8,0,136,wang-bing-jie
61,33,0,4,1,2,90,69,26,13,wang-bing-ru
153,13,0,21,8,114,32,15,44,1,wang-bo-28
12,4,0,0,14,4,398,30,2,116,wang-bo-50-98
2,1,0,3,0,4,152,3,0,2,wang-bo-59-54
0,1,0,0,0,0,1,3,0,1,wang-bo-68
23,40,0,0,0,0,98,8,10,6,wang-bo-7-44
0,0,0,0,0,0,0,0,0,0,wang-bo-88
379,272,0,7,0,42,38,462,178,4,wang-bo-wei-14
1,2,0,2,0,0,9,5,2,1,wang-bo-ya
7,5,0,0,3,0,61,12,5,1,wang-bochao
8,9,0,4,0,15,26,17,2,8,wang-cai
1,1,0,0,1,0,2,6,0,30,wang-can-4
5,5,0,7,2,5,54,48,7,4,wang-cha-cha
184,12,0,0,0,0,18,494,35,33,wang-chan-chan-65
0,2,0,1,8,1,8,0,0,1,wang-chang-37
73,9,0,0,0,0,26,86,41,1,wang-chang-cheng-94
0,0,0,0,0,0,2,0,0,0,wang-chang-cheng
1,2,0,0,0,1,9,2,2,15,wang-chang-li-95
16,17,1,4,1,13,63,107,8,4,wang-chang
0,2,0,1,0,0,38,5,0,9,wang-chao-1
1,2,0,0,0,0,2,2,2,9,wang-chao-29
0,4,0,0,0,0,40,13,2,1,wang-chao-3
0,2,0,0,0,0,2,3,2,17,wang-chao-43
4,8,0,1,0,1,3,4,3,22,wang-chao-46-96
5,10,0,1,1,2,27,18,2,7,wang-chao-47
0,5,0,3,0,7,6,2,2,10,wang-chao-54
0,2,0,0,0,0,15,2,1,7,wang-chao-65
0,1,0,0,0,0,8,2,0,13,wang-chao-69-51
0,1,0,3,0,0,4,4,0,9,wang-chao-82
22,15,0,0,1,0,10,2,3,19,wang-chao-84-45
3,7,0,2,4,2,62,9,1,1,wang-chao-92
0,1,0,0,0,0,2,2,0,16,wang-chao-99-55
232,32,0,2,1,8,70,72,40,8,wang-chao-fan-39
104,29,0,7,0,42,25,22,40,21,wang-chao-qi
77,12,0,2,7,4,58,148,16,2,wang-chao
10,30,0,4,1,5,18,22,12,2,wang-che
23,34,0,32,1,144,29,15,17,3,wang-chen-1-36
0,3,0,5,0,2,5,5,0,5,wang-chen-36
1,2,0,0,2,0,15,1,0,2,wang-chen-63
0,0,0,0,0,0,19,0,0,0,wang-chen-hong
64,49,0,0,6,0,40,11,14,2,wang-chen-long
94,15,0,1,2,8,43,37,13,45,wang-chen-xing-46
0,2,0,0,0,0,2,2,0,6,wang-chen-yang-11
29,5,0,0,3,0,31,40,21,26,wang-chen-yu-25
2,4,0,0,0,0,12,17,2,13,wang-chen-yun-25
1,3,0,0,0,0,7,2,1,11,wang-cheng-12
3,4,0,3,20,14,29,2,0,4,wang-cheng-36
0,0,0,0,0,0,4,0,0,0,wang-cheng-4
2,6,0,4,1,11,56,34,0,1,wang-cheng-56
5,5,0,0,0,0,10,5,2,22,wang-cheng-74
0,2,0,0,0,0,2,0,0,14,wang-cheng-84
8,3,0,0,0,0,2,3,0,20,wang-cheng-cheng-60
6,11,0,4,1,3,31,9,3,20,wang-cheng-gang
5,3,0,1,0,0,0,2,0,0,wang-cheng-hao
6,13,0,13,0,6,1103,236,2,586,wang-cheng-he
0,3,0,0,0,0,2,0,0,11,wang-cheng-kai
0,1,0,0,0,0,2,0,0,6,wang-cheng-wei-96
0,4,0,3,1,8,24,2,0,26,wang-cheng-xu
0,1,0,3,0,6,4,3,0,2,wang-cheng-yi-11
1,4,0,0,1,0,5,2,2,8,wang-cheng-yu-85
0,0,0,0,0,0,2,12,0,4,wang-cheng-yuan
22,10,0,0,0,2,32,5,3,28,wang-cheng-zhen
3,14,0,2,1,4,65,11,2,10,wang-cheng
10,2,0,0,2,0,36,3,1,2,wang-chi-92
17,2,0,0,0,0,8,1,3,16,wang-chong-jian
1,2,0,0,0,0,2,0,1,8,wang-chong-zhao
0,0,0,1,0,0,113,20,0,4,wang-chong
0,0,0,1,0,1,23,2,0,0,wang-chu-10
54,7,0,4,1,12,79,42,17,22,wang-chu-bai
0,1,0,1,1,5,40,13,0,11,wang-chu-yi
0,3,0,2,0,4,17,8,1,14,wang-chuan-chuan-14
2923,105,0,4,3,17,295,496,612,7,wang-chuan-zheng
7,5,0,9,0,4,20,59,8,19,wang-chun-19
615,57,0,17,0,51,206,1029,209,117,wang-chun-hui
8,5,0,2,0,4,23,22,2,39,wang-chun-long
5,8,0,1,0,1,10,4,0,6,wang-chun-xiao
2,11,0,0,0,0,16,8,0,16,wang-chun-yan-20
15,14,0,0,0,3,47,162,4,5,wang-chun-yu
1,2,0,2,0,10,17,4,1,87,wang-cong-84
33,3,0,0,0,0,10,4,28,79,wang-cong-87
60,34,0,16,4,30,70,48,16,36,wang-core
0,3,0,2,0,5,9,2,0,2,wang-cui-ping
156,25,0,7,0,2,73,46,81,11,wang-cui
0,1,0,0,1,0,3,4,0,16,wang-da-chuan-56
0,2,0,0,0,0,14,0,1,6,wang-da-da-16
3,5,0,0,0,0,2,0,2,5,wang-da-fei
2,2,0,1,2,5,0,3,1,50,wang-da-fu
2,13,0,1,0,2,58,15,3,1,wang-da-hu
3,6,0,4,0,7,12,0,1,11,wang-da-ke-49
11,4,0,0,0,0,6,8,1,3,wang-da-ke
0,1,0,0,0,0,3,2,0,8,wang-da-li-71
2,9,0,0,0,1,22,2,5,9,wang-da-mao
0,1,0,0,0,0,1,1,0,7,wang-da-peng-20
1,10,0,0,1,0,5,0,2,16,wang-da-tou
0,7,0,4,1,9,15,14,2,26,wang-da-wei-25
7,8,0,0,4,0,258,20,8,9,wang-da-wei-34
58,2,0,1,1,3,11,4,12,4,wang-da-xiong-28
0,1,0,0,0,0,3,2,0,24,wang-da-xue
4,1,0,0,0,0,2,0,3,11,wang-da-you-15
88,29,0,2,1,4,20,6,20,5,wang-da-yu-72
8,6,0,4,0,1,45,3,2,32,wang-da-yu
13,17,0,5,1,13,54,15,6,5,wang-da-zhong
0,0,0,0,0,0,0,0,0,0,wang-da
0,2,0,1,0,0,2,6,1,13,wang-dan-34
0,1,0,0,0,0,8,2,0,12,wang-dan-dan-4
0,0,0,0,0,0,3,0,0,10,wang-dan-dan
2,14,0,0,0,0,3,3,2,68,wang-dan-hong
48,25,0,0,0,0,10,11,23,141,wang-dan-jun-60
0,1,0,1,1,0,8,2,0,8,wang-dang-xian
8,12,0,1,4,4,96,10,6,109,wang-dao-fu
8,9,0,0,4,2,176,5,2,17,wang-de-an
206,152,0,26,2,26,103,158,81,3,wang-de-chao
723,17,0,10,0,43,93,61,90,29,wang-de-fu
3,5,0,1,1,1,36,8,1,2,wang-de-mou
0,1,0,0,0,0,4,1,0,9,wang-de-xing
24,25,0,0,1,0,5,9,11,30,wang-de-zheng
14,1,0,1,0,1,8,3,8,18,wang-deng-yu
0,1,0,0,1,0,3,2,0,23,wang-di-18
